Datetime,Open,High,Low,Close,Adj Close,Volume
2022-12-19 09:30:00,383.4700012207031,383.82000732421875,381.739990234375,383.5201110839844,383.5201110839844,11527203
2022-12-19 10:30:00,383.5299987792969,383.5299987792969,381.17498779296875,381.6099853515625,381.6099853515625,6923207
2022-12-19 11:30:00,381.6300048828125,381.7799987792969,380.4100036621094,381.0050048828125,381.0050048828125,7851960
2022-12-19 12:30:00,381.010009765625,381.7300109863281,380.760009765625,381.0765075683594,381.0765075683594,5055806
2022-12-19 13:30:00,381.04998779296875,381.19000244140625,378.6549987792969,378.6549987792969,378.6549987792969,9560776
2022-12-19 14:30:00,378.6549987792969,379.54998779296875,378.2799987792969,378.80499267578125,378.80499267578125,11805396
2022-12-19 15:30:00,378.81500244140625,380.4100036621094,378.5530090332031,379.989990234375,379.989990234375,11219657
2022-12-20 09:30:00,379.2300109863281,381.6499938964844,377.94000244140625,381.4700927734375,381.4700927734375,14574668
2022-12-20 10:30:00,381.4800109863281,382.1400146484375,378.8500061035156,379.17999267578125,379.17999267578125,10793846
2022-12-20 11:30:00,379.1700134277344,381.2900085449219,379.0899963378906,380.6700134277344,380.6700134277344,8601333
2022-12-20 12:30:00,380.6400146484375,381.68499755859375,380.010009765625,381.5,381.5,6971623
2022-12-20 13:30:00,381.510009765625,382.2300109863281,381.05999755859375,381.3599853515625,381.3599853515625,6227816
2022-12-20 14:30:00,381.3699951171875,381.42999267578125,380.05999755859375,381.0299987792969,381.0299987792969,8856480
2022-12-20 15:30:00,381.0299987792969,381.5799865722656,380.3999938964844,380.5199890136719,380.5199890136719,7468194
2022-12-21 09:30:00,383.25,385.2200012207031,382.69000244140625,385.1499938964844,385.1499938964844,14254487
2022-12-21 10:30:00,385.1499938964844,387.29998779296875,385.0,386.4599914550781,386.4599914550781,11207637
2022-12-21 11:30:00,386.4599914550781,386.8297119140625,385.4100036621094,385.6449890136719,385.6449890136719,5761179
2022-12-21 12:30:00,385.6388854980469,386.82000732421875,385.6300048828125,385.7449951171875,385.7449951171875,5196753
2022-12-21 13:30:00,385.739990234375,387.4100036621094,385.7099914550781,386.45001220703125,386.45001220703125,6662177
2022-12-21 14:30:00,386.4700012207031,386.8699951171875,385.5400085449219,385.55999755859375,385.55999755859375,10970970
2022-12-21 15:30:00,385.55999755859375,386.2900085449219,385.239990234375,386.2300109863281,386.2300109863281,9923603
2022-12-22 09:30:00,383.1899108886719,383.2099914550781,379.3599853515625,379.4960021972656,379.4960021972656,15389344
2022-12-22 10:30:00,379.489990234375,379.80999755859375,378.6600036621094,379.1499938964844,379.1499938964844,10163755
2022-12-22 11:30:00,379.30010986328125,379.3393859863281,376.52899169921875,376.7200012207031,376.7200012207031,9152306
2022-12-22 12:30:00,376.7200012207031,376.94000244140625,375.2200012207031,375.489990234375,375.489990234375,9001445
2022-12-22 13:30:00,375.489990234375,377.3399963378906,374.7699890136719,377.2099914550781,377.2099914550781,10747165
2022-12-22 14:30:00,377.2200012207031,380.3900146484375,376.75,380.2799072265625,380.2799072265625,13931235
2022-12-22 15:30:00,380.2699890136719,380.82000732421875,378.93499755859375,380.75,380.75,17573005
2022-12-23 09:30:00,379.6499938964844,381.80999755859375,378.0299987792969,381.3999938964844,381.3999938964844,14046727
2022-12-23 10:30:00,381.8299865722656,382.68499755859375,380.0,380.9299011230469,380.9299011230469,7948614
2022-12-23 11:30:00,380.92999267578125,382.6700134277344,380.79998779296875,382.1300048828125,382.1300048828125,6255550
2022-12-23 12:30:00,382.1300048828125,382.8500061035156,381.54998779296875,382.05999755859375,382.05999755859375,6194155
2022-12-23 13:30:00,382.05999755859375,382.42950439453125,381.0299987792969,381.68499755859375,381.68499755859375,3802911
2022-12-23 14:30:00,381.69000244140625,383.05999755859375,381.69000244140625,382.04998779296875,382.04998779296875,6102224
2022-12-23 15:30:00,382.04998779296875,382.95001220703125,381.55999755859375,382.9100036621094,382.9100036621094,7278011
