"source_id","count"
"S0011","586"
"S0020","5497"
"S0024","187"
"S0034","2"
"S0035","4604"
"S0043","11593"
"S0046","5694"
"S0142","533"
"S0174","3063"
"S0390","10"
"S0405","4"
