"source_id","count"
"S0011","333"
"S0020","3566"
"S0035","3360"
"S0042","10517"
"S0043","7975"
"S0044","1"
"S0046","2964"
"S0075","4"
"S0113","3"
"S0142","433"
"S0174","2428"
"S0377","94"
"S0401","679"
"S0405","1"
