"source_id","count"
"S0011","333"
"S0020","3566"
"S0035","3360"
"S0042","10517"
"S0043","7984"
"S0044","122"
"S0046","2964"
"S0113","7"
"S0141","3"
"S0142","433"
"S0174","2429"
"S0401","679"
